Customer ID,first_purchase_date,last_purchase_date,number_of_orders,number_of_items,total_revenue,average_order_value,avg_items_per_invoice,avg_unique_stockcodes_per_invoice,customer_type,R,F,M,rfm_score,customer_segment,churn_status,days_since_last_purchase,Country,LTV,CohortMonth
13429,2011-09-25 15:59:00,2011-11-29 09:10:00,4,1390,1006.8,251.7,347.5,16.75,Retail,3,2,2,322,Loyal Customer,Active,10.0,United Kingdom,1006.8,2011-09
13430,2011-09-14 14:26:00,2011-11-21 08:19:00,2,751,679.45,339.725,375.5,24.5,Retail,3,1,2,312,Average Customer,Active,18.0,United Kingdom,679.45,2011-09
13431,2010-02-18 11:53:00,2011-10-03 13:49:00,8,1570,3316.24,414.53,196.25,16.125,Retail,2,3,3,233,Loyal Customer,Active,66.0,United Kingdom,3316.24,2010-02
13432,2010-04-06 14:42:00,2010-05-17 13:18:00,2,217,439.1,219.55,108.5,55.0,Wholesale,,,,,,,,,,
13433,2010-01-12 08:59:00,2010-07-26 16:55:00,4,190,658.3199999999999,164.57999999999998,47.5,6.0,Retail,1,2,2,122,Average Customer,Churned,500.0,United Kingdom,658.3199999999999,2010-01
13434,2010-02-22 09:54:00,2011-09-26 14:30:00,5,864,1666.8600000000001,333.372,172.8,7.0,Retail,2,2,3,223,Loyal Customer,Active,73.0,United Kingdom,1666.8600000000001,2010-02
13435,2010-07-27 16:56:00,2011-12-04 14:45:00,9,2754,4447.33,494.1477777777778,306.0,16.0,Retail,3,3,3,333,Best Customer,Active,4.0,United Kingdom,4447.33,2010-07
13436,2011-12-08 10:33:00,2011-12-08 10:33:00,1,76,196.89,196.89,76.0,12.0,Retail,3,1,1,311,Average Customer,Active,1.0,United Kingdom,196.89,2011-12
13437,2011-06-02 14:30:00,2011-11-25 14:00:00,7,1283,3408.06,486.86571428571426,183.28571428571428,23.857142857142858,Retail,3,3,3,333,Best Customer,Active,13.0,United Kingdom,3408.06,2011-06
13438,2010-06-10 18:46:00,2010-06-10 18:46:00,1,10,46.5,46.5,10.0,1.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,546.0,United Kingdom,46.5,2010-06
13439,2010-07-01 14:36:00,2011-03-29 14:20:00,3,952,986.61,328.87,317.3333333333333,55.0,Wholesale,,,,,,,,,,
13440,2010-09-14 10:34:00,2010-10-12 13:11:00,7,573,1295.25,185.03571428571428,81.85714285714286,8.428571428571429,Retail,1,3,2,132,Average Customer,Churned,422.0,United Kingdom,1295.25,2010-09
13441,2010-10-04 10:38:00,2011-09-09 09:38:00,2,520,720.9,360.45,260.0,19.0,Retail,2,1,2,212,Average Customer,Active,91.0,United Kingdom,720.9,2010-10
13442,2009-12-01 14:59:00,2010-02-10 14:03:00,3,115,419.87,139.95666666666668,38.333333333333336,12.666666666666666,Retail,1,2,1,121,At Risk / Lost Customer,Churned,666.0,United Kingdom,419.87,2009-12
13443,2010-01-31 13:30:00,2010-09-17 12:31:00,6,805,1273.16,212.19333333333336,134.16666666666666,33.166666666666664,Retail,1,3,2,132,Average Customer,Churned,448.0,United Kingdom,1273.16,2010-01
13444,2010-07-21 14:34:00,2010-11-30 13:02:00,2,331,619.08,309.54,165.5,26.5,Retail,1,1,2,112,At Risk / Lost Customer,Churned,373.0,United Kingdom,619.08,2010-07
13445,2010-03-23 15:34:00,2010-03-23 15:34:00,1,198,241.89999999999998,241.89999999999998,198.0,7.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,625.0,United Kingdom,241.89999999999998,2010-03
13446,2010-02-14 11:52:00,2010-10-05 18:51:00,11,2403,3881.89,352.8990909090909,218.45454545454547,17.454545454545453,Retail,1,3,3,133,Loyal Customer,Churned,429.0,United Kingdom,3881.89,2010-02
13447,2011-11-04 10:10:00,2011-11-16 13:38:00,3,584,1129.14,376.38000000000005,194.66666666666666,19.666666666666668,Retail,3,2,2,322,Loyal Customer,Active,22.0,United Kingdom,1129.14,2011-11
13448,2009-12-06 12:14:00,2011-11-23 12:33:00,13,4195,8745.93,672.7638461538462,322.6923076923077,40.53846153846154,Retail,3,3,3,333,Best Customer,Active,16.0,United Kingdom,8745.93,2009-12
13449,2011-11-16 08:28:00,2011-11-16 08:28:00,1,222,291.88,291.88,222.0,19.0,Retail,3,1,1,311,Average Customer,Active,23.0,United Kingdom,291.88,2011-11
13450,2010-04-15 19:15:00,2011-11-13 11:54:00,13,4318,4120.04,316.92615384615385,332.15384615384613,11.307692307692308,Retail,3,3,3,333,Best Customer,Active,26.0,United Kingdom,4120.04,2010-04
13451,2010-03-21 16:13:00,2011-11-13 15:58:00,11,5229,7090.06,644.5509090909092,475.3636363636364,90.63636363636364,Wholesale,,,,,,,,,,
13452,2010-08-24 09:53:00,2011-03-25 14:19:00,3,6,729.8,243.26666666666665,2.0,1.0,Retail,2,2,2,222,Average Customer,Churned,258.0,United Kingdom,729.8,2010-08
13453,2010-11-02 13:23:00,2011-06-27 09:34:00,3,341,781.6899999999999,260.56333333333333,113.66666666666667,13.333333333333334,Retail,2,2,2,222,Average Customer,Churned,165.0,United Kingdom,781.6899999999999,2010-11
13454,2010-03-08 14:40:00,2010-03-08 14:40:00,1,198,219.87,219.87,198.0,23.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,640.0,United Kingdom,219.87,2010-03
13455,2009-12-09 08:58:00,2011-11-15 11:21:00,6,795,2212.9900000000002,368.8316666666667,132.5,19.0,Retail,3,3,3,333,Best Customer,Active,24.0,United Kingdom,2212.9900000000002,2009-12
13456,2011-05-16 15:34:00,2011-11-22 09:18:00,6,765,1766.72,294.4533333333333,127.5,10.5,Retail,3,3,3,333,Best Customer,Active,17.0,United Kingdom,1766.72,2011-05
13457,2009-12-02 12:46:00,2010-01-20 08:48:00,2,96,148.22,74.11,48.0,4.5,Retail,1,1,1,111,At Risk / Lost Customer,Churned,688.0,United Kingdom,148.22,2009-12
13458,2010-11-16 14:01:00,2011-12-02 15:29:00,16,6760,11959.27,747.454375,422.5,30.3125,Retail,3,3,3,333,Best Customer,Active,6.0,United Kingdom,11959.27,2010-11
13459,2010-01-26 13:35:00,2010-03-25 10:24:00,2,986,1160.4099999999999,580.2049999999999,493.0,36.5,Retail,1,1,2,112,At Risk / Lost Customer,Churned,624.0,United Kingdom,1160.4099999999999,2010-01
13460,2011-10-21 09:50:00,2011-11-10 17:17:00,2,286,183.44,91.72,143.0,8.5,Retail,3,1,1,311,Average Customer,Active,28.0,United Kingdom,183.44,2011-10
13461,2010-04-21 16:01:00,2011-11-01 09:01:00,6,3132,4160.0,693.3333333333334,522.0,10.333333333333334,Wholesale,,,,,,,,,,
13462,2009-12-14 09:48:00,2011-04-01 11:20:00,5,697,1153.85,230.76999999999998,139.4,14.2,Retail,2,2,2,222,Average Customer,Churned,252.0,United Kingdom,1153.85,2009-12
13464,2010-03-31 15:22:00,2011-10-12 15:01:00,6,1440,3097.64,516.2733333333333,240.0,25.166666666666668,Retail,2,3,3,233,Loyal Customer,Active,57.0,United Kingdom,3097.64,2010-03
13465,2010-05-02 15:30:00,2010-09-19 15:13:00,2,584,931.12,465.56,292.0,17.0,Retail,1,1,2,112,At Risk / Lost Customer,Churned,445.0,United Kingdom,931.12,2010-05
13466,2010-03-21 13:50:00,2011-06-08 16:39:00,5,660,1013.35,202.67000000000002,132.0,11.0,Retail,2,2,2,222,Average Customer,Churned,183.0,United Kingdom,1013.35,2010-03
13467,2011-11-03 16:56:00,2011-11-29 10:01:00,2,580,1071.91,535.955,290.0,45.5,Retail,3,1,2,312,Average Customer,Active,10.0,United Kingdom,1071.91,2011-11
13468,2009-12-03 13:32:00,2011-12-08 10:39:00,72,5617,12793.28,177.68444444444447,78.01388888888889,9.625,Retail,3,3,3,333,Best Customer,Active,1.0,United Kingdom,12793.28,2009-12
13469,2010-02-24 15:03:00,2010-02-24 15:03:00,1,52,82.4,82.4,52.0,6.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,652.0,United Kingdom,82.4,2010-02
13470,2011-08-16 17:06:00,2011-09-01 14:57:00,2,100,165.0,82.5,50.0,5.0,Retail,2,1,1,211,At Risk / Lost Customer,Active,98.0,United Kingdom,165.0,2011-08
13471,2011-10-23 13:10:00,2011-12-08 15:44:00,4,1583,2501.84,625.46,395.75,58.25,Wholesale,,,,,,,,,,
13472,2010-06-02 09:48:00,2010-09-02 09:41:00,2,310,592.24,296.12,155.0,14.0,Retail,1,1,2,112,At Risk / Lost Customer,Churned,463.0,United Kingdom,592.24,2010-06
13473,2009-12-15 19:02:00,2011-10-10 11:20:00,8,1000,2657.7599999999998,332.21999999999997,125.0,8.75,Retail,2,3,3,233,Loyal Customer,Active,60.0,United Kingdom,2657.7599999999998,2009-12
13474,2010-08-01 14:40:00,2011-04-17 13:53:00,3,318,646.59,215.53,106.0,41.0,Retail,2,2,2,222,Average Customer,Churned,235.0,United Kingdom,646.59,2010-08
13475,2011-02-14 12:36:00,2011-06-01 13:52:00,4,1012,1431.78,357.945,253.0,21.5,Retail,2,2,3,223,Loyal Customer,Churned,190.0,United Kingdom,1431.78,2011-02
13476,2010-03-05 09:39:00,2011-06-14 12:00:00,5,713,2061.4700000000003,412.29400000000004,142.6,21.2,Retail,2,2,3,223,Loyal Customer,Churned,178.0,United Kingdom,2061.4700000000003,2010-03
13477,2010-01-25 11:52:00,2011-11-02 12:04:00,11,2091,2819.17,256.28818181818184,190.0909090909091,14.272727272727273,Retail,3,3,3,333,Best Customer,Active,37.0,United Kingdom,2819.17,2010-01
13478,2010-01-31 15:51:00,2010-08-27 13:23:00,5,1189,2215.78,443.15600000000006,237.8,25.0,Retail,1,2,3,123,Average Customer,Churned,468.0,United Kingdom,2215.78,2010-01
13479,2010-08-19 16:18:00,2011-05-23 10:45:00,4,716,851.37,212.8425,179.0,13.25,Retail,2,2,2,222,Average Customer,Churned,200.0,United Kingdom,851.37,2010-08
13480,2010-01-29 12:35:00,2010-10-19 11:53:00,2,362,627.82,313.91,181.0,20.5,Retail,1,1,2,112,At Risk / Lost Customer,Churned,416.0,United Kingdom,627.82,2010-01
13481,2009-12-04 12:37:00,2011-10-25 09:07:00,11,2055,3830.84,348.2581818181818,186.8181818181818,20.363636363636363,Retail,2,3,3,233,Loyal Customer,Active,45.0,United Kingdom,3830.84,2009-12
13482,2010-03-22 10:31:00,2011-04-21 17:03:00,2,187,336.09,168.045,93.5,10.0,Retail,2,1,1,211,At Risk / Lost Customer,Churned,231.0,United Kingdom,336.09,2010-03
13483,2011-10-05 11:53:00,2011-10-05 11:53:00,1,160,140.34,140.34,160.0,10.0,Retail,2,1,1,211,At Risk / Lost Customer,Active,65.0,United Kingdom,140.34,2011-10
13484,2010-03-10 11:46:00,2011-04-12 16:30:00,3,224,790.72,263.5733333333333,74.66666666666667,13.0,Retail,2,2,2,222,Average Customer,Churned,240.0,United Kingdom,790.72,2010-03
13485,2009-12-03 13:46:00,2011-04-20 13:58:00,11,1798,3019.2200000000003,274.4745454545455,163.45454545454547,14.363636363636363,Retail,2,3,3,233,Loyal Customer,Churned,232.0,United Kingdom,3019.2200000000003,2009-12
13486,2011-07-07 17:19:00,2011-09-22 13:13:00,3,669,1122.41,374.1366666666667,223.0,23.0,Retail,2,2,2,222,Average Customer,Active,77.0,United Kingdom,1122.41,2011-07
13487,2009-12-05 10:25:00,2011-10-13 12:07:00,5,362,846.87,169.374,72.4,9.8,Retail,2,2,2,222,Average Customer,Active,57.0,United Kingdom,846.87,2009-12
13488,2010-01-25 10:13:00,2011-11-22 14:41:00,23,7375,14205.96,617.6504347826086,320.6521739130435,29.52173913043478,Retail,3,3,3,333,Best Customer,Active,16.0,United Kingdom,14205.96,2010-01
13489,2011-02-18 10:42:00,2011-08-26 13:16:00,4,560,449.52,112.38,140.0,3.5,Retail,2,2,2,222,Average Customer,Active,104.0,United Kingdom,449.52,2011-02
13490,2010-02-23 14:48:00,2010-02-23 14:48:00,1,25,154.25,154.25,25.0,8.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,653.0,United Kingdom,154.25,2010-02
13491,2009-12-07 08:24:00,2011-10-19 08:32:00,27,2349,4467.66,165.46888888888887,87.0,9.666666666666666,Retail,2,3,3,233,Loyal Customer,Active,51.0,United Kingdom,4467.66,2009-12
13492,2011-05-09 10:06:00,2011-07-26 14:25:00,3,408,1269.84,423.28,136.0,16.666666666666668,Retail,2,2,2,222,Average Customer,Active,135.0,Switzerland,1269.84,2011-05
13493,2011-02-25 16:42:00,2011-03-09 15:35:00,2,380,618.63,309.315,190.0,4.0,Retail,1,1,2,112,At Risk / Lost Customer,Churned,274.0,Switzerland,618.63,2011-02
13494,2011-02-01 11:58:00,2011-02-01 11:58:00,1,162,316.26000000000005,316.26000000000005,162.0,18.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,311.0,United Kingdom,316.26000000000005,2011-02
13495,2009-12-07 12:12:00,2011-12-02 11:21:00,10,2465,4863.31,486.331,246.5,13.3,Retail,3,3,3,333,Best Customer,Active,7.0,United Kingdom,4863.31,2009-12
13496,2010-12-15 10:17:00,2011-11-29 10:58:00,2,341,653.33,326.665,170.5,17.5,Retail,3,1,2,312,Average Customer,Active,10.0,United Kingdom,653.33,2010-12
13497,2010-02-08 10:27:00,2011-03-02 09:04:00,6,525,1166.83,194.47166666666666,87.5,9.666666666666666,Retail,1,3,2,132,Average Customer,Churned,282.0,United Kingdom,1166.83,2010-02
13498,2009-12-09 15:26:00,2009-12-09 15:26:00,1,362,327.38,327.38,362.0,17.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,729.0,United Kingdom,327.38,2009-12
13499,2011-03-15 08:52:00,2011-11-22 11:21:00,5,1365,1159.11,231.82199999999997,273.0,8.4,Retail,3,2,2,322,Loyal Customer,Active,17.0,United Kingdom,1159.11,2011-03
13500,2010-11-03 13:16:00,2011-11-16 15:35:00,4,838,1466.3,366.575,209.5,21.25,Retail,3,2,3,323,Loyal Customer,Active,22.0,United Kingdom,1466.3,2010-11
13501,2010-05-18 13:24:00,2011-02-24 18:59:00,3,1253,2885.11,961.7033333333334,417.6666666666667,38.0,Retail,1,2,3,123,Average Customer,Churned,287.0,Switzerland,2885.11,2010-05
13502,2010-06-09 10:52:00,2011-11-23 10:39:00,5,490,780.5,156.1,98.0,6.6,Retail,3,2,2,322,Loyal Customer,Active,16.0,United Kingdom,780.5,2010-06
13503,2010-02-16 13:49:00,2011-09-29 13:23:00,6,1105,1859.24,309.87333333333333,184.16666666666666,30.0,Retail,2,3,3,233,Loyal Customer,Active,70.0,United Kingdom,1859.24,2010-02
13504,2011-10-06 13:20:00,2011-10-06 13:20:00,1,178,295.93,295.93,178.0,22.0,Retail,2,1,1,211,At Risk / Lost Customer,Active,63.0,United Kingdom,295.93,2011-10
13505,2011-04-21 12:07:00,2011-09-28 11:56:00,4,2486,4393.63,1098.4075,621.5,53.75,Wholesale,,,,,,,,,,
13506,2010-09-05 12:33:00,2011-01-27 13:53:00,5,942,1338.08,267.616,188.4,16.2,Retail,1,2,2,122,Average Customer,Churned,315.0,United Kingdom,1338.08,2010-09
13507,2011-07-17 11:50:00,2011-12-06 13:13:00,4,1597,2479.16,619.79,399.25,40.5,Retail,3,2,3,323,Loyal Customer,Active,2.0,United Kingdom,2479.16,2011-07
13508,2010-03-07 11:58:00,2011-04-10 11:58:00,2,180,287.05,143.525,90.0,14.0,Retail,2,1,1,211,At Risk / Lost Customer,Churned,243.0,United Kingdom,287.05,2010-03
13509,2010-07-20 12:10:00,2011-12-01 10:10:00,8,1214,1114.72,139.34,151.75,6.125,Retail,3,3,2,332,Loyal Customer,Active,8.0,United Kingdom,1114.72,2010-07
13510,2009-12-21 11:53:00,2011-12-08 13:46:00,11,3044,4558.29,414.39,276.72727272727275,26.272727272727273,Retail,3,3,3,333,Best Customer,Active,0.0,United Kingdom,4558.29,2009-12
13511,2010-02-01 12:10:00,2010-02-01 12:10:00,1,60,282.76,282.76,60.0,5.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,676.0,United Kingdom,282.76,2010-02
13512,2010-05-05 13:22:00,2011-03-24 10:03:00,4,419,713.39,178.3475,104.75,9.75,Retail,2,2,2,222,Average Customer,Churned,260.0,United Kingdom,713.39,2010-05
13513,2010-02-22 16:36:00,2011-08-05 11:50:00,3,364,824.59,274.86333333333334,121.33333333333333,13.333333333333334,Retail,2,2,2,222,Average Customer,Active,126.0,United Kingdom,824.59,2010-02
13514,2010-01-26 15:11:00,2011-09-27 09:39:00,4,288,815.9000000000001,203.97500000000002,72.0,5.25,Retail,2,2,2,222,Average Customer,Active,73.0,United Kingdom,815.9000000000001,2010-01
13515,2010-03-05 11:58:00,2011-09-28 11:26:00,6,819,1265.82,210.97,136.5,12.666666666666666,Retail,2,3,2,232,Loyal Customer,Active,72.0,United Kingdom,1265.82,2010-03
13516,2010-10-18 08:52:00,2011-11-18 13:15:00,4,1114,1685.26,421.315,278.5,15.25,Retail,3,2,3,323,Loyal Customer,Active,20.0,United Kingdom,1685.26,2010-10
13517,2011-06-13 08:44:00,2011-10-11 11:43:00,3,1369,2128.42,709.4733333333334,456.3333333333333,47.0,Retail,2,2,3,223,Loyal Customer,Active,59.0,United Kingdom,2128.42,2011-06
13518,2011-09-15 10:29:00,2011-09-15 10:29:00,1,382,627.16,627.16,382.0,36.0,Retail,2,1,2,212,Average Customer,Active,85.0,United Kingdom,627.16,2011-09
13519,2010-09-23 11:45:00,2011-09-22 18:24:00,2,133,343.21,171.605,66.5,9.5,Retail,2,1,1,211,At Risk / Lost Customer,Active,77.0,United Kingdom,343.21,2010-09
13520,2009-12-17 11:11:00,2011-10-12 10:20:00,11,3179,6606.0,600.5454545454545,289.0,18.09090909090909,Retail,2,3,3,233,Loyal Customer,Active,58.0,Switzerland,6606.0,2009-12
13521,2011-11-29 15:09:00,2011-12-08 13:50:00,3,718,1071.73,357.24333333333334,239.33333333333334,135.66666666666666,Wholesale,,,,,,,,,,
13522,2011-11-09 15:11:00,2011-11-09 15:11:00,1,44,125.80000000000001,125.80000000000001,44.0,5.0,Retail,3,1,1,311,Average Customer,Active,29.0,United Kingdom,125.80000000000001,2011-11
13523,2010-11-02 14:55:00,2011-11-06 15:11:00,6,1989,4534.57,755.7616666666667,331.5,33.5,Retail,3,3,3,333,Best Customer,Active,32.0,United Kingdom,4534.57,2010-11
13524,2011-05-04 12:26:00,2011-10-30 12:34:00,5,324,680.1800000000001,136.036,64.8,5.4,Retail,3,2,2,322,Loyal Customer,Active,40.0,United Kingdom,680.1800000000001,2011-05
13525,2011-04-05 15:36:00,2011-11-25 12:01:00,2,394,628.78,314.39,197.0,3.0,Retail,3,1,2,312,Average Customer,Active,14.0,United Kingdom,628.78,2011-04
13526,2009-12-01 12:56:00,2009-12-01 13:13:00,2,1911,1182.0,591.0,955.5,18.5,Wholesale,,,,,,,,,,
13527,2010-01-21 12:37:00,2011-11-06 12:04:00,12,2736,4541.29,378.44083333333333,228.0,35.75,Retail,3,3,3,333,Best Customer,Active,33.0,United Kingdom,4541.29,2010-01
13529,2011-05-19 11:50:00,2011-09-22 09:15:00,2,74,307.76,153.88,37.0,7.5,Retail,2,1,1,211,At Risk / Lost Customer,Active,78.0,United Kingdom,307.76,2011-05
13530,2010-03-15 14:10:00,2010-03-15 14:10:00,1,272,402.97999999999996,402.97999999999996,272.0,18.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,633.0,United Kingdom,402.97999999999996,2010-03
13531,2009-12-03 15:20:00,2011-05-18 16:56:00,6,497,1433.07,238.845,82.83333333333333,12.5,Retail,2,3,3,233,Loyal Customer,Churned,204.0,United Kingdom,1433.07,2009-12
13532,2011-11-06 12:25:00,2011-11-06 12:25:00,1,129,210.31,210.31,129.0,66.0,Wholesale,,,,,,,,,,
13533,2011-03-17 12:47:00,2011-06-10 11:54:00,3,202,269.09,89.69666666666666,67.33333333333333,24.333333333333332,Retail,2,2,1,221,Average Customer,Churned,182.0,United Kingdom,269.09,2011-03
13534,2010-07-07 15:00:00,2011-12-07 14:52:00,35,3869,7720.9,220.59714285714284,110.54285714285714,11.2,Retail,3,3,3,333,Best Customer,Active,1.0,United Kingdom,7720.9,2010-07
13535,2010-11-02 11:49:00,2010-11-02 11:49:00,1,10,89.5,89.5,10.0,1.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,402.0,United Kingdom,89.5,2010-11
13536,2011-09-25 13:30:00,2011-12-08 16:38:00,7,2126,3444.39,492.05571428571426,303.7142857142857,25.142857142857142,Retail,3,3,3,333,Best Customer,Active,0.0,United Kingdom,3444.39,2011-09
13537,2010-09-14 10:41:00,2010-10-10 12:45:00,2,337,717.85,358.925,168.5,21.0,Retail,1,1,2,112,At Risk / Lost Customer,Churned,425.0,United Kingdom,717.85,2010-09
13538,2010-02-02 12:47:00,2011-10-27 16:34:00,12,959,3103.13,258.5941666666667,79.91666666666667,11.5,Retail,3,3,3,333,Best Customer,Active,42.0,United Kingdom,3103.13,2010-02
13539,2010-04-28 12:04:00,2011-09-15 10:18:00,7,710,1569.3600000000001,224.19428571428574,101.42857142857143,12.285714285714286,Retail,2,3,3,233,Loyal Customer,Active,85.0,United Kingdom,1569.3600000000001,2010-04
13540,2010-02-22 09:22:00,2010-08-29 14:20:00,3,189,632.39,210.79666666666665,63.0,10.666666666666666,Retail,1,2,2,122,Average Customer,Churned,466.0,United Kingdom,632.39,2010-02
13541,2010-05-18 16:15:00,2010-10-08 16:37:00,2,279,785.25,392.625,139.5,5.0,Retail,1,1,2,112,At Risk / Lost Customer,Churned,426.0,United Kingdom,785.25,2010-05
13542,2009-12-10 19:53:00,2010-11-28 11:24:00,17,804,3959.4900000000002,232.91117647058826,47.294117647058826,19.235294117647058,Retail,1,3,3,133,Loyal Customer,Churned,376.0,United Kingdom,3959.4900000000002,2009-12
13543,2010-01-21 14:30:00,2010-03-15 13:34:00,2,329,1439.6100000000001,719.8050000000001,164.5,23.0,Retail,1,1,3,113,Average Customer,Churned,633.0,United Kingdom,1439.6100000000001,2010-01
13544,2010-03-05 11:31:00,2011-10-31 11:57:00,6,331,790.2,131.70000000000002,55.166666666666664,39.0,Retail,3,3,2,332,Loyal Customer,Active,39.0,United Kingdom,790.2,2010-03
13545,2010-06-13 11:49:00,2010-11-14 11:27:00,2,252,364.93,182.465,126.0,27.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,390.0,United Kingdom,364.93,2010-06
13546,2010-10-11 17:23:00,2011-11-27 14:50:00,5,587,1086.24,217.248,117.4,29.8,Retail,3,2,2,322,Loyal Customer,Active,11.0,United Kingdom,1086.24,2010-10
13547,2010-10-27 14:14:00,2010-10-27 14:14:00,1,79,167.08,167.08,79.0,44.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,407.0,United Kingdom,167.08,2010-10
13548,2010-08-25 13:44:00,2011-09-04 14:50:00,3,558,901.44,300.48,186.0,60.333333333333336,Wholesale,,,,,,,,,,
13549,2010-11-17 12:17:00,2011-11-14 09:20:00,8,554,1005.8,125.725,69.25,7.375,Retail,3,3,2,332,Loyal Customer,Active,25.0,United Kingdom,1005.8,2010-11
13550,2010-11-21 15:24:00,2010-11-21 15:24:00,1,430,342.55,342.55,430.0,40.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,382.0,United Kingdom,342.55,2010-11
13551,2010-02-11 15:01:00,2011-01-24 14:46:00,2,36,244.2,122.1,18.0,2.5,Retail,1,1,1,111,At Risk / Lost Customer,Churned,318.0,United Kingdom,244.2,2010-02
13552,2010-02-19 13:28:00,2011-10-04 15:19:00,22,2630,6948.92,315.86,119.54545454545455,9.363636363636363,Retail,2,3,3,233,Loyal Customer,Active,65.0,United Kingdom,6948.92,2010-02
13553,2010-02-03 12:21:00,2010-02-03 12:21:00,1,201,499.6,499.6,201.0,85.0,Wholesale,,,,,,,,,,
13554,2010-09-19 12:39:00,2010-11-24 15:05:00,7,579,1629.35,232.7642857142857,82.71428571428571,28.0,Retail,1,3,3,133,Loyal Customer,Churned,379.0,United Kingdom,1629.35,2010-09
13555,2010-01-19 13:20:00,2011-09-27 12:36:00,13,4762,8891.84,683.9876923076923,366.3076923076923,29.615384615384617,Retail,2,3,3,233,Loyal Customer,Active,73.0,United Kingdom,8891.84,2010-01
13556,2010-09-30 09:01:00,2010-10-06 16:44:00,2,134,200.82,100.41,67.0,4.5,Retail,1,1,1,111,At Risk / Lost Customer,Churned,428.0,United Kingdom,200.82,2010-09
13557,2009-12-08 17:41:00,2011-11-11 15:24:00,13,2398,3032.26,233.25076923076924,184.46153846153845,13.846153846153847,Retail,3,3,3,333,Best Customer,Active,27.0,United Kingdom,3032.26,2009-12
13558,2011-10-02 13:01:00,2011-12-04 11:24:00,4,338,594.52,148.63,84.5,41.75,Retail,3,2,2,322,Loyal Customer,Active,5.0,United Kingdom,594.52,2011-10
13559,2010-06-14 11:52:00,2010-07-15 09:52:00,2,360,990.0,495.0,180.0,1.0,Retail,1,1,2,112,At Risk / Lost Customer,Churned,512.0,United Kingdom,990.0,2010-06
13560,2011-12-02 13:11:00,2011-12-02 13:11:00,1,63,171.42000000000002,171.42000000000002,63.0,32.0,Retail,3,1,1,311,Average Customer,Active,6.0,United Kingdom,171.42000000000002,2011-12
13561,2010-02-28 13:42:00,2011-05-08 12:39:00,11,1125,1803.4,163.94545454545457,102.27272727272727,20.545454545454547,Retail,2,3,3,233,Loyal Customer,Churned,215.0,United Kingdom,1803.4,2010-02
13562,2010-01-14 16:33:00,2011-09-19 10:51:00,8,1603,4838.18,604.7725,200.375,24.5,Retail,2,3,3,233,Loyal Customer,Active,81.0,United Kingdom,4838.18,2010-01
13563,2011-07-22 17:21:00,2011-09-16 14:45:00,2,209,777.53,388.765,104.5,24.5,Retail,2,1,2,212,Average Customer,Active,83.0,United Kingdom,777.53,2011-07
13564,2009-12-02 11:55:00,2011-07-18 14:33:00,37,8878,16498.97,445.91810810810813,239.94594594594594,31.7027027027027,Retail,2,3,3,233,Loyal Customer,Churned,143.0,United Kingdom,16498.97,2009-12
13565,2010-10-24 15:51:00,2011-11-20 14:33:00,3,260,414.8,138.26666666666668,86.66666666666667,20.0,Retail,3,2,1,321,Average Customer,Active,18.0,United Kingdom,414.8,2010-10
13566,2010-03-10 12:22:00,2011-10-30 11:59:00,5,1257,1688.6,337.71999999999997,251.4,71.4,Wholesale,,,,,,,,,,
13567,2010-06-16 12:48:00,2010-10-07 12:51:00,4,643,1079.29,269.8225,160.75,49.25,Retail,1,2,2,122,Average Customer,Churned,427.0,United Kingdom,1079.29,2010-06
13568,2011-06-19 14:42:00,2011-06-19 14:42:00,1,66,187.05,187.05,66.0,41.0,Retail,2,1,1,211,At Risk / Lost Customer,Churned,172.0,United Kingdom,187.05,2011-06
13569,2010-10-07 13:05:00,2011-11-22 13:07:00,4,345,726.54,181.635,86.25,43.0,Retail,3,2,2,322,Loyal Customer,Active,16.0,United Kingdom,726.54,2010-10
13570,2011-04-10 13:36:00,2011-04-10 13:36:00,1,161,239.49,239.49,161.0,27.0,Retail,2,1,1,211,At Risk / Lost Customer,Churned,242.0,United Kingdom,239.49,2011-04
13571,2009-12-08 13:02:00,2011-11-27 10:47:00,26,3191,4537.26,174.51000000000002,122.73076923076923,25.26923076923077,Retail,3,3,3,333,Best Customer,Active,12.0,United Kingdom,4537.26,2009-12
13572,2011-05-18 11:59:00,2011-05-18 11:59:00,1,534,1384.25,1384.25,534.0,32.0,Wholesale,,,,,,,,,,
13573,2010-03-12 16:06:00,2011-10-20 14:33:00,6,647,904.52,150.75333333333333,107.83333333333333,13.333333333333334,Retail,2,3,2,232,Loyal Customer,Active,49.0,United Kingdom,904.52,2010-03
13574,2010-10-24 13:28:00,2010-10-24 13:28:00,1,304,404.45,404.45,304.0,84.0,Wholesale,,,,,,,,,,
